FIR No.,FIR Date,Unit Name,PS Name,Crime Head,Occurrence From,Occurrence To,MO - Tools,MO - Entry Point,MO - Entry,MO - Premises,MO - Search,Accused Count,MO - Concealment,MO - Target,Property Lost,Came By,Fled By,Vehicle Category,MO - Vehicle Start,Place Of Theft,Offender Vehicle,Victim Was,Fled Towards,ATM Location Type,MO - ATM,Alarm,Brief Facts
KA-MYS-05/0050/2024,12-Nov-2024 0934 hrs,Mysuru,KA-MYS-05,Theft - Vehicle,11-Nov-2024,11-Nov-2024,None Observed,,,,,Two-Three,None,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Public Parking,,,,,,,"Brief facts: the complainant states that on or between 11-Nov-2024 and 11-Nov-2024 a vehicle theft was committed in Mysuru limits. It is stated that the accused were two or three persons, came on foot, fled on a two-wheeler, stole a motorcycle, started it with a duplicate key, left no sign of tools, made no attempt to avoid identification, appear to have picked the target by chance and took it from a public parking lot. Enquiries with nearby residents are in progress. Neighbours stated they did not hear anything unusual."
KA-BEN-02/0047/2024,13-Nov-2024 0311 hrs,Bengaluru Urban,KA-BEN-02,Theft - Vehicle,11-Nov-2024 0022 hrs,11-Nov-2024 0453 hrs,None Observed,,,,,Single,None,Pre-Surveyed,Vehicle,Walking,,,Master Key,Market,,,,,,,"It is alleged that between 11-Nov-2024 0022 hrs and 11-Nov-2024 0453 hrs unknown accused committed vehicle theft within Bengaluru Urban. It is stated that the accused started it with a duplicate key, made no attempt to avoid identification, took it from a market area, acted alone, struck at night, appear to have watched the place beforehand and came on foot. Enquiries with nearby residents are in progress. Nearby shops were closed at the time."
KA-BEN-04/0054/2024,13-Nov-2024 0952 hrs,Bengaluru Urban,KA-BEN-04,Theft - Vehicle,12-Nov-2024 2032 hrs,13-Nov-2024 0522 hrs,,,,,,Single,None,,Vehicle,Bike,Car/Jeep,Car,Master Key,Residence Parking,,,,,,,"It is alleged that between 12-Nov-2024 2032 hrs and 13-Nov-2024 0522 hrs unknown accused committed vehicle theft within Bengaluru Urban. It is stated that the accused took a vehicle, took it from residential parking, acted alone, made no attempt to avoid identification, fled in a four-wheeler, came on a two-wheeler, stole a car, struck at night and started it with a duplicate key. A relative of the complainant was the first to notice. The complainant has submitted bills for some of the items."
KA-MYS-07/0050/2024,13-Nov-2024 1231 hrs,Mysuru,KA-MYS-07,Theft - Vehicle,11-Nov-2024 1004 hrs,11-Nov-2024 1134 hrs,Screwdriver,,,,,Two-Three,None,Random,Documents / Vehicle,Walking,Bike,Motorcycle,Handle Lock Broken,Residence Parking,,,,,,,"It is alleged that between 11-Nov-2024 1004 hrs and 11-Nov-2024 1134 hrs unknown accused committed vehicle theft within Mysuru. It is stated that the accused took documents, took a vehicle, struck during the day, stole a motorcycle, took it from residential parking, appear to have picked the target by chance, were two or three persons, broke the handle lock and used a screwdriver. Nearby shops were closed at the time. Enquiries with nearby residents are in progress."
KA-DHA-04/0050/2024,13-Nov-2024 1317 hrs,Dharwad,KA-DHA-04,Burglary - Commercial,12-Nov-2024 2034 hrs,13-Nov-2024 0321 hrs,Cutting Plier,Rolling Shutter,Forced - door,Mixed Use,Targeted,Two-Three,None,,Cash,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-DHA-04 regarding break-in at commercial premises between 12-Nov-2024 2034 hrs and 13-Nov-2024 0321 hrs. It is stated that the accused targeted a shop-cum-residence, came on a two-wheeler, fled on a two-wheeler, got in by lifting the shutter, took cash, used a cutter, struck at night, went straight to where the valuables were kept, struck while the premises were closed for the night, made no attempt to avoid identification and were two or three persons. The complainant noticed the incident on returning and informed the police."
KA-MYS-05/0051/2024,13-Nov-2024 1502 hrs,Mysuru,KA-MYS-05,Theft - Vehicle,08-Nov-2024 1759 hrs,09-Nov-2024 1401 hrs,,,,,,Single,Gloves Worn,Random,Vehicle,Walking,Bike,Motorcycle,Master Key,Road Side,,,,,,,"The complainant lodged a complaint at KA-MYS-05 regarding vehicle theft between 08-Nov-2024 1759 hrs and 09-Nov-2024 1401 hrs. It is stated that the accused stole a motorcycle, appear to have picked the target by chance, acted alone, started it with a duplicate key, took a vehicle, wore gloves and fled on a two-wheeler. Nearby shops were closed at the time. Street lights in the area were reported not working."
KA-BEN-07/0067/2024,14-Nov-2024 1503 hrs,Bengaluru Urban,KA-BEN-07,Theft - Vehicle,14-Nov-2024 0056 hrs,14-Nov-2024 1015 hrs,Cutting Plier / Screwdriver,,,,,Gang (4+),,Pre-Surveyed,Vehicle,Walking,Car/Jeep,Goods Vehicle,Handle Lock Broken,Road Side,,,,,,,"The complainant lodged a complaint at KA-BEN-07 regarding vehicle theft between 14-Nov-2024 0056 hrs and 14-Nov-2024 1015 hrs. It is stated that the accused broke the handle lock, stole a goods vehicle, used a cutter, used a screwdriver, struck early in the morning, came on foot, fled in a four-wheeler, were a group of four or more, appear to have watched the place beforehand, took it from the roadside and took a vehicle. Enquiries with nearby residents are in progress. The dog squad was summoned to the spot."
KA-MYS-06/0048/2024,14-Nov-2024 1545 hrs,Mysuru,KA-MYS-06,Theft - Vehicle,14-Nov-2024 1246 hrs,14-Nov-2024 1410 hrs,,,,,,Single,Gloves Worn,Random,Vehicle,Walking,,Motorcycle,Master Key,,,,,,,,"It is alleged that between 14-Nov-2024 1246 hrs and 14-Nov-2024 1410 hrs unknown accused committed vehicle theft within Mysuru. It is stated that the accused acted alone, stole a motorcycle, took a vehicle, wore gloves, struck during the day, appear to have picked the target by chance and came on foot. The total value of the stolen property is estimated at Rs. 96,394. Fingerprint experts visited the scene."
KA-BEL-01/0046/2024,14-Nov-2024 1634 hrs,Belagavi,KA-BEL-01,Theft - Vehicle,13-Nov-2024 0619 hrs,13-Nov-2024 1725 hrs,,,,,,Two-Three,None,Random,Cash / Vehicle,Bike,Walking,,Master Key,Road Side,,,,,,,"Brief facts: the complainant states that on or between 13-Nov-2024 0619 hrs and 13-Nov-2024 1725 hrs a vehicle theft was committed in Belagavi limits. It is stated that the accused fled on foot, were two or three persons, took it from the roadside, appear to have picked the target by chance, took cash, took a vehicle, struck during the day, used a screwdriver, started it with a duplicate key, stole a scooter and made no attempt to avoid identification. A spot panchnama was drawn up in the presence of witnesses. Enquiries with nearby residents are in progress."
KA-KAL-07/0049/2024,14-Nov-2024 1950 hrs,Kalaburagi,KA-KAL-07,Cheating - ATM,11-Nov-2024,13-Nov-2024,None Observed,,,,,Two-Three,Face Covered,Pre-Surveyed,Cash,,Walking,,,,,,,Offsite,Skimming,Working,"It is alleged that between 11-Nov-2024 and 13-Nov-2024 unknown accused committed ATM tampering within Kalaburagi. It is stated that the accused left the alarm untouched, left no sign of tools, took cash, were two or three persons, targeted an offsite ATM kiosk, had their faces covered, appear to have watched the place beforehand and fled on foot. The complainant noticed the incident on returning and informed the police. The complainant does not suspect anyone."
KA-DHA-06/0050/2024,14-Nov-2024 2044 hrs,Dharwad,KA-DHA-06,Theft - Vehicle,13-Nov-2024,13-Nov-2024,None Observed,,,,,Single,None,Pre-Surveyed,Vehicle,Walking,Car/Jeep,Car,Handle Lock Broken,Public Parking,,,,,,,"The complainant lodged a complaint at KA-DHA-06 regarding vehicle theft between 13-Nov-2024 and 13-Nov-2024. It is stated that the accused left no sign of tools, fled in a four-wheeler, took a vehicle, made no attempt to avoid identification, struck at night, appear to have watched the place beforehand, came on foot and stole a car. The beat constable had passed the area about an hour earlier. Fingerprint experts visited the scene."
KA-BEL-04/0059/2024,15-Nov-2024 0005 hrs,Belagavi,KA-BEL-04,Theft - Vehicle,14-Nov-2024 0507 hrs,14-Nov-2024 1151 hrs,None Observed,,,,,Single,None,,Vehicle,Walking,Walking,Scooter,Handle Lock Broken,Bus/Railway Station,,,,,,,"Brief facts: the complainant states that on or between 14-Nov-2024 0507 hrs and 14-Nov-2024 1151 hrs a vehicle theft was committed in Belagavi limits. It is stated that the accused acted alone, struck during the day, broke the handle lock, stole a scooter, took it from station parking, made no attempt to avoid identification, left no sign of tools, came on foot and fled on foot. Nearby shops were closed at the time. Enquiries with nearby residents are in progress."
KA-MYS-03/0047/2024,15-Nov-2024 0113 hrs,Mysuru,KA-MYS-03,Burglary - Dwelling,07-Nov-2024,14-Nov-2024,None Observed,Door,Forced - grill cut,Independent House,Ransacked,Single,Face Covered,Pre-Surveyed,Gold Jewellery,Car/Jeep,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-MYS-03 regarding house burglary between 07-Nov-2024 and 14-Nov-2024. It is stated that the accused got in through the door, targeted an independent house, acted alone, came in a four-wheeler, had their faces covered, cut the grill, fled in a four-wheeler and took gold ornaments. The dog squad was summoned to the spot. Street lights in the area were reported not working."
KA-BEN-06/0044/2024,15-Nov-2024 0347 hrs,Bengaluru Urban,KA-BEN-06,Burglary - Dwelling,11-Nov-2024 1219 hrs,12-Nov-2024 0228 hrs,None Observed,Door,Forced - lock,Independent House,Ransacked,Single,None,Random,Gold Jewellery / Cash / Electronics,Bike,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-06 regarding house burglary between 11-Nov-2024 1219 hrs and 12-Nov-2024 0228 hrs. It is stated that the accused made no attempt to avoid identification, ransacked the place, came on a two-wheeler, targeted an independent house, appear to have picked the target by chance, left no sign of tools, fled on a two-wheeler, broke the lock, got in through the door and acted alone. Street lights in the area were reported not working. The dog squad was summoned to the spot."
KA-MYS-03/0048/2024,15-Nov-2024 0414 hrs,Mysuru,KA-MYS-03,Burglary - Dwelling,10-Nov-2024 0938 hrs,11-Nov-2024 1619 hrs,None Observed,Window,,Apartment,Targeted,Single,Gloves Worn,Pre-Surveyed,,Car/Jeep,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-MYS-03 regarding house burglary between 10-Nov-2024 0938 hrs and 11-Nov-2024 1619 hrs. It is stated that the accused went straight to where the valuables were kept, wore gloves, appear to have watched the place beforehand, came in a four-wheeler, targeted an apartment and fled in a four-wheeler. The dog squad was summoned to the spot. A relative of the complainant was the first to notice."
KA-DHA-03/0058/2024,15-Nov-2024 0705 hrs,Dharwad,KA-DHA-03,Theft - Chain Snatching,13-Nov-2024,13-Nov-2024,None Observed,,,,,Single,Face Covered,Pre-Surveyed,Electronics,Bike,Bike,,,,Motorcycle,Shopping,,,,,"Brief facts: the complainant states that on or between 13-Nov-2024 and 13-Nov-2024 a chain snatching was committed in Dharwad limits. It is stated that the accused targeted a victim who was shopping, acted alone, rode a motorcycle, escaped towards the highway, had their faces covered, appear to have watched the place beforehand, fled on a two-wheeler, left no sign of tools and took electronic items. The complainant has submitted bills for some of the items. Street lights in the area were reported not working."
KA-BEL-06/0048/2024,15-Nov-2024 0805 hrs,Belagavi,KA-BEL-06,Theft - Vehicle,14-Nov-2024 1215 hrs,15-Nov-2024 0013 hrs,Screwdriver / Gas Welding Set,,,,,Single,None,Random,Vehicle,Walking,,,,Road Side,,,,,,,"It is alleged that between 14-Nov-2024 1215 hrs and 15-Nov-2024 0013 hrs unknown accused committed vehicle theft within Belagavi. It is stated that the accused appear to have picked the target by chance, took it from the roadside, struck during the day and came on foot. Street lights in the area were reported not working. A spot panchnama was drawn up in the presence of witnesses."
KA-BEL-02/0053/2024,15-Nov-2024 1014 hrs,Belagavi,KA-BEL-02,Burglary - Commercial,10-Nov-2024 1455 hrs,11-Nov-2024 0223 hrs,Iron Rod / Gas Welding Set,Rolling Shutter,Unforced - key,Office,Selective Search,Single,None,Random,Nothing Lost,Walking,Car/Jeep,,,,,,,,,,"Brief facts: the complainant states that on or between 10-Nov-2024 1455 hrs and 11-Nov-2024 0223 hrs a break-in at commercial premises was committed in Belagavi limits. It is stated that the accused struck during the day, fled in a four-wheeler, acted alone, took only selected valuables, used a crowbar, used a gas cutter, made no attempt to avoid identification, appear to have picked the target by chance, targeted an office, came on foot and opened it with a duplicate key. The complainant does not suspect anyone. Enquiries with nearby residents are in progress."
KA-BEN-05/0059/2024,15-Nov-2024 1037 hrs,Bengaluru Urban,KA-BEN-05,Theft - Chain Snatching,15-Nov-2024 0651 hrs,15-Nov-2024 0702 hrs,None Observed,,,,,Two-Three,,Random,Gold Jewellery,Bike,Bike,,,,Motorcycle,Morning Walk,Main Road,,,,"Brief facts: the complainant states that on or between 15-Nov-2024 0651 hrs and 15-Nov-2024 0702 hrs a chain snatching was committed in Bengaluru Urban limits. It is stated that the accused were two or three persons, took gold ornaments, targeted a victim on a morning walk, fled on a two-wheeler, struck early in the morning, appear to have picked the target by chance, came on a two-wheeler, left no sign of tools, escaped along the main road and rode a motorcycle. Street lights in the area were reported not working. The complainant has submitted bills for some of the items."
KA-MYS-06/0049/2024,15-Nov-2024 1627 hrs,Mysuru,KA-MYS-06,Burglary - Commercial,14-Nov-2024 0512 hrs,14-Nov-2024 0757 hrs,,Wall Breached,Forced - lock,Independent House,Ransacked,Two-Three,,Random,Nothing Lost,Bike,Bike,,,,,,,,,,"It is alleged that between 14-Nov-2024 0512 hrs and 14-Nov-2024 0757 hrs unknown accused committed break-in at commercial premises within Mysuru. It is stated that the accused fled on a two-wheeler, broke the lock, came on a two-wheeler, ransacked the place, took nothing, targeted an independent house and struck early in the morning. A relative of the complainant was the first to notice. Fingerprint experts visited the scene."
KA-DHA-05/0048/2024,15-Nov-2024 1759 hrs,Dharwad,KA-DHA-05,Theft - Vehicle,13-Nov-2024 0206 hrs,13-Nov-2024 1808 hrs,None Observed,,,,,Single,,Random,Vehicle,Bike,Bike,Motorcycle,Wire Bypass,Road Side,,,,,,,"It is alleged that between 13-Nov-2024 0206 hrs and 13-Nov-2024 1808 hrs unknown accused committed vehicle theft within Dharwad. It is stated that the accused made no attempt to avoid identification, fled on a two-wheeler, started it by joining the wires, took it from the roadside, acted alone, appear to have picked the target by chance, stole a motorcycle, came on a two-wheeler and left no sign of tools. The total value of the stolen property is estimated at Rs. 476,767. A relative of the complainant was the first to notice."
