THANA,ZILA,APRADH_KRAMANK,DARJ_DINANK,APRADH_SHIRSH,GHATNA_DINANK_SE,GHATNA_DINANK_TAK,GHATNA_VIVARAN,PRAVESH_STHAN,PRAVESH_VIDHI,PARISAR,MAKAN_STHITI,TALASHI_PRAKAR,AAROPI_SANKHYA,UPKARAN,PEHCHAN_CHHIPANA,LAKSHYA_CHAYAN,CHORI_SAMPATTI,AAGAMAN_SADHAN,PALAYAN_SADHAN,VAHAN_SHRENI,VAHAN_CHALU_VIDHI,VAHAN_STHAN,AAROPI_VAHAN,PEEDIT_GATIVIDHI,PALAYAN_DISHA,ATM_STHAN,ATM_CHHEDCHHAD,ALARM_STHITI
MP-IND-03,Indore,MP-IND-03/0033/2024,10-05-2024 05:07 AM,VAHAN_CHORI,09-05-2024 01:57 AM,09-05-2024 07:53 AM,"Complainant appeared at MP-IND-03 and stated that a vehicle theft happened between 09-05-2024 01:57 AM and 09-05-2024 07:53 AM in Indore. It is stated that the accused fled on a two-wheeler, appear to have picked the target by chance, stole a scooter, left no sign of tools, started it with a duplicate key, took it from a market area and wore gloves. A spot panchnama was drawn up in the presence of witnesses. The dog squad was summoned to the spot.",,,,,,DO_TEEN,KOI_NAHI,DASTANE,AKASMIK,VAHAN,PAIDAL,DO_PAHIYA,SCOOTY,NAKLI_CHABI,BAZAAR,,,,,,
MP-IND-02,Indore,MP-IND-02/0033/2024,10-05-2024 06:50 AM,VAHAN_CHORI,09-05-2024 05:31 AM,09-05-2024 08:59 AM,"Report received at MP-IND-02, Indore: vehicle theft between 09-05-2024 05:31 AM and 09-05-2024 08:59 AM. It is stated that the accused took it from residential parking, used a screwdriver, came on a two-wheeler, disabled the CCTV camera and struck during the day. The complainant noticed the incident on returning and informed the police. Fingerprint experts visited the scene.",,,,,,,PECHKAS,CCTV_TODA,,VAHAN,DO_PAHIYA,,MOTORCYCLE,NAKLI_CHABI,GHAR_KE_BAHAR,,,,,,
MP-BHO-05,Bhopal,MP-BHO-05/0034/2024,10-05-2024 10:15 AM,GRIH_BHEDAN,28-04-2024 07:26 AM,03-05-2024 03:41 PM,"Complainant appeared at MP-BHO-05 and stated that a house burglary happened between 28-04-2024 07:26 AM and 03-05-2024 03:41 PM in Bhopal. It is stated that the accused struck while the house was locked for days, climbed in via the balcony, were a group of four or more, made no attempt to avoid identification, targeted a row house, took gold ornaments, took electronic items and came on a two-wheeler. Neighbours stated they did not hear anything unusual.",BALCONY,,KATAR_MAKAN,BAHARGAON_GAYE,CHUNINDA_SAMAN,CHAAR_SE_ADHIK,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE|ELECTRONIC_SAMAN,,,,,,,,,,,
MP-BHO-05,Bhopal,MP-BHO-05/0035/2024,10-05-2024 03:09 PM,GRIH_BHEDAN,09-05-2024 02:58 PM,10-05-2024 08:00 AM,"The informant reported a house burglary in the jurisdiction of MP-BHO-05 between 09-05-2024 02:58 PM and 10-05-2024 08:00 AM. It is stated that the accused made no attempt to avoid identification, got in through a window, were two or three persons and appear to have picked the target by chance. The complainant does not suspect anyone.",KHIDKI,,,THODI_DER_BAHAR,SEEDHE_TIJORI,DO_TEEN,,KOI_NAHI,,SONE_KE_GAHNE|NAKAD,,,,,,,,,,,
MP-JAB-03,Jabalpur,MP-JAB-03/0020/2024,10-05-2024 05:25 PM,ATM_CHHEDCHHAD,06-05-2024 03:34 AM,07-05-2024 12:03 PM,"Report received at MP-JAB-03, Jabalpur: ATM tampering between 06-05-2024 03:34 AM and 07-05-2024 12:03 PM. It is stated that the accused disabled the alarm, fled on foot, were two or three persons, wore gloves, left no sign of tools and fitted a skimming device. It had been raining heavily that evening. Fingerprint experts visited the scene.",,,,,,DO_TEEN,KOI_NAHI,DASTANE,,KUCHH_NAHI,,PAIDAL,,,,,,,BAHARI_ATM,,ALARM_BAND_KIYA
MP-JAB-05,Jabalpur,MP-JAB-05/0029/2024,10-05-2024 05:37 PM,DUKAN_BHEDAN,07-05-2024 04:29 PM,10-05-2024 08:19 AM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-JAB-05 between 07-05-2024 04:29 PM and 10-05-2024 08:19 AM. It is stated that the accused were two or three persons, appear to have watched the place beforehand, got in through the door and came in a four-wheeler. The total value of the stolen property is estimated at Rs. 222,830. The beat constable had passed the area about an hour earlier.",DARWAZA,,DUKAN,CHHUTTI_ME_BAND,SEEDHE_TIJORI,DO_TEEN,PECHKAS|GAS_KATAR,KOI_NAHI,REKI_KI,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0033/2024,10-05-2024 06:13 PM,VAHAN_CHORI,09-05-2024 04:26 AM,09-05-2024 10:28 AM,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-05 between 09-05-2024 04:26 AM and 09-05-2024 10:28 AM. It is stated that the accused took a vehicle, were two or three persons, made no attempt to avoid identification, struck during the day, left no sign of tools and took it from a public parking lot. The complainant has submitted bills for some of the items. A spot panchnama was drawn up in the presence of witnesses.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,VAHAN,DO_PAHIYA,,SCOOTY,CHABI_LAGI_THI,SARVAJANIK_PARKING,,,,,,
MP-IND-04,Indore,MP-IND-04/0031/2024,10-05-2024 08:01 PM,VAHAN_CHORI,10-05-2024 02:43 PM,10-05-2024 05:41 PM,"Complainant appeared at MP-IND-04 and stated that a vehicle theft happened between 10-05-2024 02:43 PM and 10-05-2024 05:41 PM in Indore. It is stated that the accused stole a motorcycle, struck during the day, fled on a two-wheeler, came on foot, made no attempt to avoid identification, started it with a duplicate key and acted alone. The beat constable had passed the area about an hour earlier. A spot panchnama was drawn up in the presence of witnesses.",,,,,,EK,,KOI_NAHI,,VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,NAKLI_CHABI,SADAK_KINARE,,,,,,
MP-GWA-01,Gwalior,MP-GWA-01/0040/2024,11-05-2024 06:43 AM,GRIH_BHEDAN,10-05-2024 01:03 AM,10-05-2024 10:59 PM,"Complainant appeared at MP-GWA-01 and stated that a house burglary happened between 10-05-2024 01:03 AM and 10-05-2024 10:59 PM in Gwalior. It is stated that the accused broke the lock, took only selected valuables, came on a two-wheeler and disabled the CCTV camera. Neighbours stated they did not hear anything unusual. A relative of the complainant was the first to notice.",,TALA_TODA,,THODI_DER_BAHAR,CHUNINDA_SAMAN,EK,KATAR,CCTV_TODA,,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-IND-05,Indore,MP-IND-05/0030/2024,11-05-2024 07:47 AM,DUKAN_BHEDAN,10-05-2024,10-05-2024,"The informant reported a break-in at commercial premises in the jurisdiction of MP-IND-05 between 10-05-2024 and 10-05-2024. It is stated that the accused used a screwdriver, took gold ornaments, took cash, struck while the occupants were inside, broke the lock, got in through the door, fled on foot and ransacked the place. Street lights in the area were reported not working. The complainant does not suspect anyone.",DARWAZA,TALA_TODA,,GHAR_WALE_MAUJOOD,SAB_BIKHRA,EK,PECHKAS,MUNH_DHAKA,,,PAIDAL,PAIDAL,,,,,,,,,
MP-UJJ-05,Ujjain,MP-UJJ-05/0034/2024,11-05-2024 08:00 AM,GRIH_BHEDAN,11-05-2024,11-05-2024,"Report received at MP-UJJ-05, Ujjain: house burglary between 11-05-2024 and 11-05-2024. It is stated that the accused struck while the occupants were inside, left no sign of tools, cut the grill, got in through the door, targeted an apartment, came on a two-wheeler, were two or three persons and appear to have picked the target by chance. Enquiries with nearby residents are in progress. The complainant has submitted bills for some of the items.",,GRILL_KATI,FLAT,GHAR_WALE_MAUJOOD,CHUNINDA_SAMAN,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-IND-05,Indore,MP-IND-05/0031/2024,11-05-2024 09:33 AM,GRIH_BHEDAN,10-05-2024 05:24 AM,10-05-2024 05:04 PM,"Complainant appeared at MP-IND-05 and stated that a house burglary happened between 10-05-2024 05:24 AM and 10-05-2024 05:04 PM in Indore. It is stated that the accused struck during the day, struck while the occupants were inside, came on foot, appear to have picked the target by chance, targeted a shop-cum-residence, took gold ornaments and took cash. Fingerprint experts visited the scene. The complainant has submitted bills for some of the items.",DARWAZA,GRILL_KATI,DUKAN_SAH_AAWAS,GHAR_WALE_MAUJOOD,CHUNINDA_SAMAN,,,CCTV_TODA,AKASMIK,SONE_KE_GAHNE|NAKAD,PAIDAL,PAIDAL,,,,,,,,,
MP-IND-05,Indore,MP-IND-05/0032/2024,11-05-2024 10:47 AM,GRIH_BHEDAN,09-05-2024 11:08 PM,10-05-2024 05:25 AM,"Report received at MP-IND-05, Indore: house burglary between 09-05-2024 11:08 PM and 10-05-2024 05:25 AM. It is stated that the accused made no attempt to avoid identification, appear to have watched the place beforehand, struck at night, acted alone, came on a two-wheeler, struck while the occupants were inside, got in through a window, took gold ornaments, took cash, took electronic items, took documents and left no sign of tools. Enquiries with nearby residents are in progress. A spot panchnama was drawn up in the presence of witnesses.",KHIDKI,NAKLI_CHABI,DUKAN_SAH_AAWAS,GHAR_WALE_MAUJOOD,SAB_BIKHRA,EK,KOI_NAHI,KOI_NAHI,REKI_KI,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN|DASTAVEZ,DO_PAHIYA,,,,,,,,,,
MP-JAB-01,Jabalpur,MP-JAB-01/0034/2024,12-05-2024 03:58 AM,GRIH_BHEDAN,11-05-2024 01:28 AM,11-05-2024 02:57 AM,"Complainant appeared at MP-JAB-01 and stated that a house burglary happened between 11-05-2024 01:28 AM and 11-05-2024 02:57 AM in Jabalpur. It is stated that the accused came on a two-wheeler, broke the lock, ransacked the place, took gold ornaments, made no attempt to avoid identification, used a crowbar, used a screwdriver and fled on a two-wheeler. The complainant noticed the incident on returning and informed the police. Fingerprint experts visited the scene.",KHIDKI,TALA_TODA,SWATANTRA_MAKAN,,SAB_BIKHRA,EK,SABBAL|PECHKAS,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-GWA-02,Gwalior,MP-GWA-02/0032/2024,12-05-2024 12:59 PM,VAHAN_CHORI,09-05-2024 09:05 PM,10-05-2024 07:40 AM,"Report received at MP-GWA-02, Gwalior: vehicle theft between 09-05-2024 09:05 PM and 10-05-2024 07:40 AM. It is stated that the accused made no attempt to avoid identification, came on foot, lifted or towed it away and acted alone. The complainant does not suspect anyone. The complainant noticed the incident on returning and informed the police.",,,,,,EK,,KOI_NAHI,AKASMIK,VAHAN,PAIDAL,,CAR,UTHA_LE_GAYE,BAZAAR,,,,,,
MP-GWA-02,Gwalior,MP-GWA-02/0033/2024,12-05-2024 10:00 PM,GRIH_BHEDAN,12-05-2024 08:22 AM,12-05-2024 11:29 AM,"Report received at MP-GWA-02, Gwalior: house burglary between 12-05-2024 08:22 AM and 12-05-2024 11:29 AM. It is stated that the accused took gold ornaments, struck during the day, came on a two-wheeler, acted alone, made no attempt to avoid identification, went straight to where the valuables were kept, targeted an independent house and climbed in via the balcony. Enquiries with nearby residents are in progress. A spot panchnama was drawn up in the presence of witnesses.",BALCONY,,SWATANTRA_MAKAN,GHAR_WALE_MAUJOOD,SEEDHE_TIJORI,EK,SABBAL,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-IND-04,Indore,MP-IND-04/0032/2024,13-05-2024 02:20 AM,CHAIN_JHAPATNA,12-05-2024 11:18 AM,12-05-2024 11:25 AM,"The informant reported a chain snatching in the jurisdiction of MP-IND-04 between 12-05-2024 11:18 AM and 12-05-2024 11:25 AM. It is stated that the accused came on a two-wheeler, took gold ornaments, took cash, took electronic items, targeted a victim who was walking, fled on a two-wheeler, were two or three persons and struck during the day. Neighbours stated they did not hear anything unusual. Street lights in the area were reported not working.",,,,,,DO_TEEN,,MUNH_DHAKA,,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0022/2024,13-05-2024 09:57 AM,ATM_CHHEDCHHAD,11-05-2024 01:28 PM,11-05-2024 09:21 PM,"The informant reported a ATM tampering in the jurisdiction of MP-UJJ-06 between 11-05-2024 01:28 PM and 11-05-2024 09:21 PM. It is stated that the accused used a screwdriver, targeted an offsite ATM kiosk, fled on a two-wheeler, wore gloves, came on a two-wheeler, acted alone and disabled the alarm. The complainant noticed the incident on returning and informed the police. The dog squad was summoned to the spot.",,,,,,EK,,DASTANE,REKI_KI,,DO_PAHIYA,DO_PAHIYA,,,,,,,BAHARI_ATM,TODKAR_KHOLA,ALARM_BAND_KIYA
MP-BHO-01,Bhopal,MP-BHO-01/0028/2024,13-05-2024 01:57 PM,DUKAN_BHEDAN,12-05-2024 06:17 PM,13-05-2024 05:01 AM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-BHO-01 between 12-05-2024 06:17 PM and 13-05-2024 05:01 AM. It is stated that the accused took cash, struck while the premises were closed for the night, got in by lifting the shutter, fled on foot, targeted a shop, forced the door open and struck at night. A relative of the complainant was the first to notice. Neighbours stated they did not hear anything unusual.",SHUTTER,DHAKKA_DEKAR_KHOLA,DUKAN,RAAT_ME_BAND,SEEDHE_TIJORI,,KATAR|PECHKAS,DASTANE,,NAKAD,DO_PAHIYA,,,,,,,,,,
MP-IND-04,Indore,MP-IND-04/0033/2024,13-05-2024 03:15 PM,ATM_CHHEDCHHAD,11-05-2024 07:51 PM,12-05-2024 07:39 AM,"Complainant appeared at MP-IND-04 and stated that a ATM tampering happened between 11-05-2024 07:51 PM and 12-05-2024 07:39 AM in Indore. It is stated that the accused came in a four-wheeler, used a gas cutter, struck at night, fled in a four-wheeler, targeted an offsite ATM kiosk, left the alarm untouched and disabled the CCTV camera. The complainant does not suspect anyone. Enquiries with nearby residents are in progress.",,,,,,,GAS_KATAR,CCTV_TODA,REKI_KI,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-GWA-05,Gwalior,MP-GWA-05/0028/2024,14-05-2024 03:14 AM,DUKAN_BHEDAN,02-05-2024,11-05-2024,"Complainant appeared at MP-GWA-05 and stated that a break-in at commercial premises happened between 02-05-2024 and 11-05-2024 in Gwalior. It is stated that the accused struck while the house was locked for days, took gold ornaments, took cash, took documents, appear to have watched the place beforehand, left no sign of tools, broke the lock, took only selected valuables, got in through a window and came on a two-wheeler. Nearby shops were closed at the time. It had been raining heavily that evening.",KHIDKI,TALA_TODA,SWATANTRA_MAKAN,BAHARGAON_GAYE,CHUNINDA_SAMAN,,KOI_NAHI,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|NAKAD|DASTAVEZ,DO_PAHIYA,,,,,,,,,,
MP-IND-04,Indore,MP-IND-04/0034/2024,14-05-2024 10:34 AM,CHAIN_JHAPATNA,11-05-2024 04:02 PM,11-05-2024 04:05 PM,"Complainant appeared at MP-IND-04 and stated that a chain snatching happened between 11-05-2024 04:02 PM and 11-05-2024 04:05 PM in Indore. It is stated that the accused used no vehicle, were two or three persons, appear to have picked the target by chance, escaped along the main road, struck during the day, made no attempt to avoid identification, targeted a victim who was walking and fled on foot. Street lights in the area were reported not working.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE|NAKAD,,PAIDAL,,,,KOI_NAHI,PAIDAL_JA_RAHI,MUKHYA_MARG,,,
MP-JAB-06,Jabalpur,MP-JAB-06/0024/2024,14-05-2024 12:28 PM,DUKAN_BHEDAN,12-05-2024,14-05-2024,"Complainant appeared at MP-JAB-06 and stated that a break-in at commercial premises happened between 12-05-2024 and 14-05-2024 in Jabalpur. It is stated that the accused broke the lock, got in through the door, struck while the premises were closed for the night, targeted a shop, fled in a four-wheeler, took only selected valuables, took gold ornaments and took cash. The complainant has submitted bills for some of the items. The complainant noticed the incident on returning and informed the police.",DARWAZA,TALA_TODA,DUKAN,RAAT_ME_BAND,CHUNINDA_SAMAN,DO_TEEN,GAS_KATAR,,,SONE_KE_GAHNE|NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-GWA-01,Gwalior,MP-GWA-01/0041/2024,14-05-2024 06:26 PM,DUKAN_BHEDAN,13-05-2024 10:24 PM,14-05-2024 08:28 AM,"Report received at MP-GWA-01, Gwalior: break-in at commercial premises between 13-05-2024 10:24 PM and 14-05-2024 08:28 AM. It is stated that the accused struck while the premises were closed for the night, made no attempt to avoid identification, took cash, targeted a shop, broke the lock, got in by lifting the shutter, acted alone, came in a four-wheeler, fled in a four-wheeler and went straight to where the valuables were kept. Street lights in the area were reported not working. Enquiries with nearby residents are in progress.",SHUTTER,TALA_TODA,DUKAN,RAAT_ME_BAND,SEEDHE_TIJORI,EK,KATAR|PECHKAS,KOI_NAHI,,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0029/2024,14-05-2024 07:25 PM,VAHAN_CHORI,14-05-2024 12:32 AM,14-05-2024 03:49 AM,"Complainant appeared at MP-BHO-01 and stated that a vehicle theft happened between 14-05-2024 12:32 AM and 14-05-2024 03:49 AM in Bhopal. It is stated that the accused left no sign of tools, fled in a four-wheeler, took a vehicle, took it from residential parking, struck at night and stole a car. The complainant noticed the incident on returning and informed the police. Fingerprint experts visited the scene.",,,,,,EK,KOI_NAHI,,,VAHAN,PAIDAL,CHAR_PAHIYA,CAR,,GHAR_KE_BAHAR,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0023/2024,15-05-2024 12:20 AM,VAHAN_CHORI,13-05-2024 02:04 AM,13-05-2024 09:03 PM,"Report received at MP-UJJ-06, Ujjain: vehicle theft between 13-05-2024 02:04 AM and 13-05-2024 09:03 PM. It is stated that the accused appear to have picked the target by chance, fled in a four-wheeler, took it from residential parking, made no attempt to avoid identification, broke the handle lock and were two or three persons. The complainant has submitted bills for some of the items. The complainant noticed the incident on returning and informed the police.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,AKASMIK,DASTAVEZ|VAHAN,DO_PAHIYA,CHAR_PAHIYA,CAR,HANDLE_LOCK_TODA,GHAR_KE_BAHAR,,,,,,
MP-BHO-06,Bhopal,MP-BHO-06/0026/2024,15-05-2024 01:18 AM,ATM_CHHEDCHHAD,14-05-2024 08:32 PM,14-05-2024 11:03 PM,"Report received at MP-BHO-06, Bhopal: ATM tampering between 14-05-2024 08:32 PM and 14-05-2024 11:03 PM. It is stated that the accused were a group of four or more, took cash, fitted a skimming device, used a cutter, used a screwdriver, came in a four-wheeler, targeted an ATM at a bank branch and struck during the day. A relative of the complainant was the first to notice. The beat constable had passed the area about an hour earlier.",,,,,,CHAAR_SE_ADHIK,KATAR|PECHKAS,,,NAKAD,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,SHAKHA_ATM,SKIMMER_LAGAYA,ALARM_CHALU
MP-IND-02,Indore,MP-IND-02/0034/2024,15-05-2024 02:53 AM,GRIH_BHEDAN,14-05-2024 07:15 AM,14-05-2024 06:32 PM,"Report received at MP-IND-02, Indore: house burglary between 14-05-2024 07:15 AM and 14-05-2024 06:32 PM. It is stated that the accused broke the lock, took gold ornaments, took cash, appear to have picked the target by chance, targeted an independent house, came on a two-wheeler, struck during the day, made no attempt to avoid identification and got in through the door. The complainant noticed the incident on returning and informed the police. Nearby shops were closed at the time.",DARWAZA,TALA_TODA,SWATANTRA_MAKAN,THODI_DER_BAHAR,SAB_BIKHRA,,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-GWA-03,Gwalior,MP-GWA-03/0031/2024,15-05-2024 02:57 AM,GRIH_BHEDAN,14-05-2024 04:06 AM,14-05-2024 11:41 AM,"Report received at MP-GWA-03, Gwalior: house burglary between 14-05-2024 04:06 AM and 14-05-2024 11:41 AM. It is stated that the accused came in a four-wheeler, opened it with a duplicate key, got in through a window, struck during the day, acted alone, ransacked the place, took gold ornaments, took cash and struck while the occupants were inside. A spot panchnama was drawn up in the presence of witnesses. It had been raining heavily that evening.",KHIDKI,NAKLI_CHABI,,GHAR_WALE_MAUJOOD,SAB_BIKHRA,EK,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE|NAKAD,CHAR_PAHIYA,,,,,,,,,,
MP-BHO-03,Bhopal,MP-BHO-03/0033/2024,15-05-2024 04:13 AM,CHAIN_JHAPATNA,13-05-2024 04:17 PM,13-05-2024 04:32 PM,"Report received at MP-BHO-03, Bhopal: chain snatching between 13-05-2024 04:17 PM and 13-05-2024 04:32 PM. It is stated that the accused escaped through the lanes, fled on a two-wheeler, left no sign of tools, took nothing, made no attempt to avoid identification and targeted a victim riding pillion. It had been raining heavily that evening. The total value of the stolen property is estimated at Rs. 90,402.",,,,,,,KOI_NAHI,KOI_NAHI,,KUCHH_NAHI,,DO_PAHIYA,,,,MOTORCYCLE,PICHHE_BAITHI,GALIYON_SE,,,
