fir_number,district_name,ps_name,crime_category,offence_from_dt,offence_to_dt,fir_reg_dt,mo_description,brief_facts
TG-NIZ-07/0015/2024,Nizamabad,TG-NIZ-07,HB - Residential,2024-03-31T10:51:00,2024-05-09T19:29:00,2024-05-10T12:51:00,Accused came on foot; left no sign of tools; took gold ornaments; made no attempt to avoid identification; broke the lock; fled in a four-wheeler; appear to have picked the target by chance.,"The complainant reported house burglary that occurred between 2024-03-31T10:51:00 and 2024-05-09T19:29:00 in Nizamabad. It is stated that the accused came on foot, left no sign of tools, took gold ornaments, made no attempt to avoid identification, targeted an apartment, broke the lock, fled in a four-wheeler and appear to have picked the target by chance. The complainant does not suspect anyone. Street lights in the area were reported not working."
TG-NIZ-03/0026/2024,Nizamabad,TG-NIZ-03,MV Theft,2024-05-07T06:02:00,2024-05-08T12:39:00,2024-05-10T13:19:00,Accused fled on a two-wheeler; came on foot; acted alone; made no attempt to avoid identification; left no sign of tools; appear to have picked the target by chance; stole a motorcycle; took it from station parking.,"The complainant reported vehicle theft that occurred between 2024-05-07T06:02:00 and 2024-05-08T12:39:00 in Nizamabad. It is stated that the accused fled on a two-wheeler, came on foot, acted alone, made no attempt to avoid identification, left no sign of tools, appear to have picked the target by chance and stole a motorcycle. Street lights in the area were reported not working. Nearby shops were closed at the time."
TG-RAN-02/0017/2024,Rangareddy,TG-RAN-02,Chain Snatching,2024-05-08T06:15:00,2024-05-08T06:20:00,2024-05-10T14:39:00,Accused came on a two-wheeler; had their faces covered; rode a motorcycle; left no sign of tools; targeted a victim waiting for transport; took gold ornaments; escaped towards the highway; were two or three persons; struck early in the morning.,"The complainant reported chain snatching that occurred between 2024-05-08T06:15:00 and 2024-05-08T06:20:00 in Rangareddy. It is stated that the accused came on a two-wheeler, had their faces covered, rode a motorcycle, left no sign of tools, targeted a victim waiting for transport, took gold ornaments, escaped towards the highway, were two or three persons and struck early in the morning. The beat constable had passed the area about an hour earlier. Street lights in the area were reported not working."
TG-KAR-07/0015/2024,Karimnagar,TG-KAR-07,HB - Residential,2024-05-01T06:55:00,2024-05-10T07:09:00,2024-05-10T15:23:00,Accused got in through the door; fled on a two-wheeler; took gold ornaments; took cash; ransacked the place; came on foot; made no attempt to avoid identification; were two or three persons; targeted a row house; forced the door open; used a crowbar; appear to have picked the target by chance; struck while the house was locked for days.,"Complaint received at TG-KAR-07 (Karimnagar) regarding house burglary between 2024-05-01T06:55:00 and 2024-05-10T07:09:00. It is stated that the accused got in through the door, ransacked the place, came on foot, made no attempt to avoid identification, were two or three persons, targeted a row house, forced the door open, used a crowbar, appear to have picked the target by chance and struck while the house was locked for days. The beat constable had passed the area about an hour earlier. The dog squad was summoned to the spot."
TG-HYD-01/0018/2024,Hyderabad,TG-HYD-01,Chain Snatching,2024-05-10T13:44:00,2024-05-10T13:51:00,2024-05-10T15:25:00,Accused rode a motorcycle; took gold ornaments; targeted a victim on a morning walk; left no sign of tools; fled on a two-wheeler; struck during the day; made no attempt to avoid identification; appear to have picked the target by chance; were two or three persons.,"Case registered at TG-HYD-01 on a complaint of chain snatching committed between 2024-05-10T13:44:00 and 2024-05-10T13:51:00. It is stated that the accused rode a motorcycle, took gold ornaments, left no sign of tools, fled on a two-wheeler, struck during the day, made no attempt to avoid identification, appear to have picked the target by chance and were two or three persons. Fingerprint experts visited the scene. It had been raining heavily that evening."
TG-HYD-04/0016/2024,Hyderabad,TG-HYD-04,MV Theft,2024-05-08T20:06:00,2024-05-09T07:25:00,2024-05-10T22:07:00,Accused came on foot; took it from a market area; were two or three persons; took a vehicle; started it with a duplicate key; struck at night; made no attempt to avoid identification; stole a car; fled in a four-wheeler.,"Case registered at TG-HYD-04 on a complaint of vehicle theft committed between 2024-05-08T20:06:00 and 2024-05-09T07:25:00. It is stated that the accused came on foot, took it from a market area, were two or three persons, took a vehicle, started it with a duplicate key, struck at night, made no attempt to avoid identification, stole a car, appear to have picked the target by chance and fled in a four-wheeler. A relative of the complainant was the first to notice. It had been raining heavily that evening."
TG-HYD-05/0020/2024,Hyderabad,TG-HYD-05,MV Theft,2024-05-07T19:03:00,2024-05-08T19:07:00,2024-05-11T05:32:00,Accused stole a scooter; started it with a duplicate key; left no sign of tools; made no attempt to avoid identification; took it from the roadside; appear to have picked the target by chance; came on a two-wheeler; took a vehicle.,"The complainant reported vehicle theft that occurred between 2024-05-07T19:03:00 and 2024-05-08T19:07:00 in Hyderabad. It is stated that the accused stole a scooter, started it with a duplicate key, left no sign of tools, made no attempt to avoid identification, took it from the roadside, appear to have picked the target by chance, came on a two-wheeler, took a vehicle and fled on a two-wheeler. The complainant does not suspect anyone. The dog squad was summoned to the spot."
TG-NIZ-03/0027/2024,Nizamabad,TG-NIZ-03,HB - Residential,2024-05-02T12:18:00,2024-05-11T00:04:00,2024-05-11T10:16:00,Accused climbed in via the balcony; made no attempt to avoid identification; took only selected valuables; came on a two-wheeler; targeted an apartment; left no sign of tools; struck while the house was locked for days; were two or three persons; took electronic items; entered without force; appear to have picked the target by chance.,"The complainant reported house burglary that occurred between 2024-05-02T12:18:00 and 2024-05-11T00:04:00 in Nizamabad. It is stated that the accused climbed in via the balcony, took only selected valuables, came on a two-wheeler, targeted an apartment, were two or three persons, took electronic items, entered without force and appear to have picked the target by chance. Neighbours stated they did not hear anything unusual. A spot panchnama was drawn up in the presence of witnesses."
TG-HYD-03/0016/2024,Hyderabad,TG-HYD-03,HB - Residential,2024-05-04T19:30:00,2024-05-04T22:20:00,2024-05-11T21:24:00,Accused struck during the day; were two or three persons; struck while the occupants were out; fled on foot; ransacked the place; took gold ornaments; took cash; took electronic items; came on foot; left no sign of tools; broke the lock; made no attempt to avoid identification; appear to have picked the target by chance; targeted an apartment.,"Case registered at TG-HYD-03 on a complaint of house burglary committed between 2024-05-04T19:30:00 and 2024-05-04T22:20:00. It is stated that the accused struck during the day, were two or three persons, fled on foot, ransacked the place, took gold ornaments, took cash, took electronic items, left no sign of tools, broke the lock, appear to have picked the target by chance and targeted an apartment. A spot panchnama was drawn up in the presence of witnesses. Nearby shops were closed at the time."
TG-RAN-03/0018/2024,Rangareddy,TG-RAN-03,MV Theft,2024-05-11T16:06:00,2024-05-11T22:13:00,2024-05-12T01:36:00,Accused made no attempt to avoid identification; stole a motorcycle; took it from a market area; started it with a duplicate key; struck during the day; came on foot; took a vehicle; used a cutter.,"Case registered at TG-RAN-03 on a complaint of vehicle theft committed between 2024-05-11T16:06:00 and 2024-05-11T22:13:00. It is stated that the accused made no attempt to avoid identification, stole a motorcycle, struck during the day, came on foot, took a vehicle and used a cutter. Street lights in the area were reported not working. Neighbours stated they did not hear anything unusual."
TG-KAR-02/0014/2024,Karimnagar,TG-KAR-02,MV Theft,2024-05-10T02:49:00,2024-05-10T13:31:00,2024-05-12T09:24:00,Accused started it with a duplicate key; appear to have picked the target by chance; took a vehicle; left no sign of tools; struck during the day; stole a car; came on a two-wheeler; fled in a four-wheeler; acted alone.,"The complainant reported vehicle theft that occurred between 2024-05-10T02:49:00 and 2024-05-10T13:31:00 in Karimnagar. It is stated that the accused started it with a duplicate key, appear to have picked the target by chance, took a vehicle, left no sign of tools, struck during the day, stole a car, took it from a public parking lot, fled in a four-wheeler and acted alone. Fingerprint experts visited the scene. Enquiries with nearby residents are in progress."
TG-NIZ-07/0016/2024,Nizamabad,TG-NIZ-07,Chain Snatching,2024-05-11T17:00:00,2024-05-11T17:06:00,2024-05-12T16:38:00,Accused left no sign of tools; targeted a victim on a morning walk; struck during the day; took gold ornaments; had their faces covered; came on foot; escaped along the main road; were two or three persons; fled on foot.,"Complaint received at TG-NIZ-07 (Nizamabad) regarding chain snatching between 2024-05-11T17:00:00 and 2024-05-11T17:06:00. It is stated that the accused left no sign of tools, targeted a victim on a morning walk, struck during the day, took gold ornaments, had their faces covered, escaped along the main road, were two or three persons and fled on foot. It had been raining heavily that evening."
TG-HAN-06/0017/2024,Hanumakonda,TG-HAN-06,MV Theft,2024-05-10,2024-05-10,2024-05-12T22:06:00,Accused stole a goods vehicle; came on a two-wheeler; took a vehicle; made no attempt to avoid identification; found the key left in the vehicle; took it from the roadside; left no sign of tools.,"The complainant reported vehicle theft that occurred between 2024-05-10 and 2024-05-10 in Hanumakonda. It is stated that the accused stole a goods vehicle, came on a two-wheeler, took a vehicle, struck at night, appear to have watched the place beforehand, made no attempt to avoid identification, fled in a four-wheeler, took it from the roadside and left no sign of tools. The complainant noticed the incident on returning and informed the police. Neighbours stated they did not hear anything unusual."
