FIR_NO,DISTRICT,POLICE_STATION,CRIME_HEAD,OCCURRENCE_FROM,OCCURRENCE_TO,REGISTRATION_DATE,NO_OF_ACCUSED,WEAPONS_TOOLS,CONCEALMENT,TARGET_TYPE,PROPERTY_STOLEN,MODE_OF_ARRIVAL,MODE_OF_ESCAPE,PLACE_OF_ENTRY,MODE_OF_ENTRY,PREMISES_TYPE,PREMISES_STATUS,SEARCH_TYPE,VEHICLE_TYPE,VEHICLE_START_METHOD,PARKING_PLACE,OFFENDER_VEHICLE,VICTIM_ACTIVITY,ESCAPE_ROUTE,ATM_SITE_TYPE,ATM_ATTACK,ALARM_STATUS,FIR_CONTENTS
MH-NAG-08/0070/2025,Nagpur,MH-NAG-08,CHAIN SNATCHING,06/11/2025 05:54,06/11/2025 06:01,08/11/2025 00:52,2 TO 3,NIL,FACE MASKED,,GOLD ORNAMENTS,,TWO WHEELER,,,,,,,,,MOTOR CYCLE,WALKING,HIGHWAY,,,,"On receipt of information, it was learnt that a chain snatching occurred in Nagpur between 06/11/2025 05:54 and 06/11/2025 06:01. It is stated that the accused struck early in the morning, left no sign of tools, fled on a two-wheeler, escaped towards the highway, took gold ornaments, had their faces covered and were two or three persons. The complainant noticed the incident on returning and informed the police. Nearby shops were closed at the time."
MH-PUN-01/0079/2025,Pune,MH-PUN-01,MOTOR VEHICLE THEFT,06/11/2025 19:52,07/11/2025 05:02,08/11/2025 02:15,ONE,NIL,NIL,CHANCE,CASH;VEHICLE,ON FOOT,TWO WHEELER,,,,,,SCOOTER,,PAY AND PARK,,,,,,,"As per the complaint, unknown persons committed vehicle theft in Pune (MH-PUN-01) sometime between 06/11/2025 19:52 and 07/11/2025 05:02. It is stated that the accused took cash, took a vehicle, appear to have picked the target by chance, left no sign of tools, stole a scooter, fled on a two-wheeler, came on foot, struck at night and took it from a public parking lot. The complainant noticed the incident on returning and informed the police. The complainant does not suspect anyone."
MH-PUN-08/0063/2025,Pune,MH-PUN-08,MOTOR VEHICLE THEFT,07/11/2025,08/11/2025,08/11/2025 04:18,4 AND ABOVE,NIL,NIL,RECCE DONE,VEHICLE,FOUR WHEELER,FOUR WHEELER,,,,,,GOODS VEHICLE,HANDLE LOCK BROKEN,SOCIETY PARKING,,,,,,,"As per the complaint, unknown persons committed vehicle theft in Pune (MH-PUN-08) sometime between 07/11/2025 and 08/11/2025. It is stated that the accused stole a goods vehicle, took it from residential parking, made no attempt to avoid identification, fled in a four-wheeler, appear to have watched the place beforehand, left no sign of tools and broke the handle lock. The beat constable had passed the area about an hour earlier. A spot panchnama was drawn up in the presence of witnesses."
MH-PUN-07/0071/2025,Pune,MH-PUN-07,CHAIN SNATCHING,07/11/2025 12:40,07/11/2025 12:43,08/11/2025 05:03,ONE,NIL,,,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,MOTOR CYCLE,MORNING WALK,MAIN ROAD,,,,"On receipt of information, it was learnt that a chain snatching occurred in Pune between 07/11/2025 12:40 and 07/11/2025 12:43. It is stated that the accused acted alone, came on a two-wheeler, struck during the day, rode a motorcycle, fled on a two-wheeler, left no sign of tools and escaped along the main road. Street lights in the area were reported not working. A relative of the complainant was the first to notice."
MH-NAS-02/0067/2025,Nashik,MH-NAS-02,HOUSE BREAKING,06/11/2025 07:08,06/11/2025 09:52,08/11/2025 06:01,2 TO 3,CROWBAR,NIL,CHANCE,GOLD ORNAMENTS;CASH,ON FOOT,ON FOOT,WALL HOLE,DOOR FORCED,BUNGALOW,LOCKED - OWNER OUT,SELECTIVE,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Nashik (MH-NAS-02) sometime between 06/11/2025 07:08 and 06/11/2025 09:52. It is stated that the accused struck while the occupants were out, struck during the day, used a crowbar, targeted an independent house, took gold ornaments, took cash, took only selected valuables, made no attempt to avoid identification, fled on foot and were two or three persons. A spot panchnama was drawn up in the presence of witnesses. Fingerprint experts visited the scene."
MH-NAG-04/0069/2025,Nagpur,MH-NAG-04,CHAIN SNATCHING,08/11/2025,08/11/2025,08/11/2025 13:13,ONE,NIL,,CHANCE,GOLD ORNAMENTS;ELECTRONIC ITEMS,TWO WHEELER,TWO WHEELER,,,,,,,,,SCOOTER,PILLION RIDER,BY LANES,,,,"On receipt of information, it was learnt that a chain snatching occurred in Nagpur between 08/11/2025 and 08/11/2025. It is stated that the accused came on a two-wheeler, left no sign of tools, appear to have picked the target by chance, targeted a victim riding pillion and fled on a two-wheeler. The complainant does not suspect anyone. The complainant noticed the incident on returning and informed the police."
MH-THA-08/0047/2025,Thane,MH-THA-08,MOTOR VEHICLE THEFT,06/11/2025 10:25,07/11/2025 04:58,08/11/2025 18:04,4 AND ABOVE,NIL,NIL,RECCE DONE,VEHICLE,ON FOOT,FOUR WHEELER,,,,,,CAR,DIRECT CONNECTION,PAY AND PARK,,,,,,,"Complainant reports that a vehicle theft took place within MH-THA-08 police station limits, Thane, between 06/11/2025 10:25 and 07/11/2025 04:58. It is stated that the accused took it from a public parking lot, fled in a four-wheeler, made no attempt to avoid identification, took a vehicle, were a group of four or more, left no sign of tools, came on foot and appear to have watched the place beforehand. Nearby shops were closed at the time. A spot panchnama was drawn up in the presence of witnesses."
MH-THA-08/0048/2025,Thane,MH-THA-08,HOUSE BREAKING,07/11/2025 13:46,07/11/2025 18:36,08/11/2025 18:36,2 TO 3,NIL,NIL,RECCE DONE,GOLD ORNAMENTS;ELECTRONIC ITEMS,ON FOOT,ON FOOT,MAIN DOOR,DOOR FORCED,BUNGALOW,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Thane between 07/11/2025 13:46 and 07/11/2025 18:36. It is stated that the accused targeted an independent house, forced the door open, were two or three persons, got in through the door, left no sign of tools, took gold ornaments, took electronic items, struck while the occupants were out, ransacked the place, came on foot, made no attempt to avoid identification and appear to have watched the place beforehand. The complainant noticed the incident on returning and informed the police. A relative of the complainant was the first to notice."
MH-THA-01/0063/2025,Thane,MH-THA-01,MOTOR VEHICLE THEFT,06/11/2025 05:42,06/11/2025 21:14,08/11/2025 19:30,ONE,SCREW DRIVER,FACE MASKED,CHANCE,VEHICLE,ON FOOT,TWO WHEELER,,,,,,,KEY IN VEHICLE,,,,,,,,"Complainant reports that a vehicle theft took place within MH-THA-01 police station limits, Thane, between 06/11/2025 05:42 and 06/11/2025 21:14. It is stated that the accused came on foot, had their faces covered, took a vehicle, found the key left in the vehicle and used a screwdriver. Fingerprint experts visited the scene. The complainant does not suspect anyone."
MH-NAS-08/0078/2025,Nashik,MH-NAS-08,HOUSE BREAKING,07/11/2025 23:20,08/11/2025 12:56,08/11/2025 20:07,2 TO 3,NIL,,,GOLD ORNAMENTS;CASH,,,MAIN DOOR,,BUNGALOW,LOCKED - OWNER OUT,SELECTIVE,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Nashik (MH-NAS-08) sometime between 07/11/2025 23:20 and 08/11/2025 12:56. It is stated that the accused left no sign of tools, got in through the door, took gold ornaments, took cash, struck while the occupants were out, were two or three persons, targeted an independent house and took only selected valuables. The complainant noticed the incident on returning and informed the police. The total value of the stolen property is estimated at Rs. 96,302."
MH-THA-01/0064/2025,Thane,MH-THA-01,CHAIN SNATCHING,09/11/2025 02:21,09/11/2025 02:26,09/11/2025 09:30,ONE,NIL,NIL,RECCE DONE,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,MOTOR CYCLE,,MAIN ROAD,,,,"As per the complaint, unknown persons committed chain snatching in Thane (MH-THA-01) sometime between 09/11/2025 02:21 and 09/11/2025 02:26. It is stated that the accused came on a two-wheeler, rode a motorcycle, appear to have watched the place beforehand, took gold ornaments, struck at night, left no sign of tools and made no attempt to avoid identification. The complainant noticed the incident on returning and informed the police. The total value of the stolen property is estimated at Rs. 31,539."
MH-NAS-04/0071/2025,Nashik,MH-NAS-04,ATM TAMPERING,08/11/2025 15:12,09/11/2025 01:59,09/11/2025 13:27,,,CCTV DAMAGED,RECCE DONE,CASH,FOUR WHEELER,FOUR WHEELER,,,,,,,,,,,,OFFSITE ATM,SKIMMER FITTED,ALARM INTACT,"Complainant reports that a ATM tampering took place within MH-NAS-04 police station limits, Nashik, between 08/11/2025 15:12 and 09/11/2025 01:59. It is stated that the accused appear to have watched the place beforehand, struck during the day, disabled the CCTV camera, left the alarm untouched, came in a four-wheeler, fled in a four-wheeler, took cash, fitted a skimming device and targeted an offsite ATM kiosk. The beat constable had passed the area about an hour earlier. A spot panchnama was drawn up in the presence of witnesses."
MH-NAG-08/0071/2025,Nagpur,MH-NAG-08,MOTOR VEHICLE THEFT,09/11/2025 04:24,09/11/2025 06:47,09/11/2025 19:56,2 TO 3,NIL,NIL,CHANCE,VEHICLE,ON FOOT,TWO WHEELER,,,,,,MOTOR CYCLE,DUPLICATE KEY,,,,,,,,"Complainant reports that a vehicle theft took place within MH-NAG-08 police station limits, Nagpur, between 09/11/2025 04:24 and 09/11/2025 06:47. It is stated that the accused started it with a duplicate key, left no sign of tools, appear to have picked the target by chance, struck early in the morning, were two or three persons, took a vehicle, came on foot, fled on a two-wheeler and stole a motorcycle. The complainant does not suspect anyone. Enquiries with nearby residents are in progress."
MH-KOL-06/0058/2025,Kolhapur,MH-KOL-06,SHOP BREAKING,08/11/2025 17:39,09/11/2025 03:40,09/11/2025 23:21,ONE,CROWBAR,,RECCE DONE,CASH;DOCUMENTS,FOUR WHEELER,FOUR WHEELER,MAIN DOOR,,SHOP CUM RESIDENCE,CLOSED FOR NIGHT,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a break-in at commercial premises occurred in Kolhapur between 08/11/2025 17:39 and 09/11/2025 03:40. It is stated that the accused struck while the premises were closed for the night, fled in a four-wheeler, came in a four-wheeler, used a crowbar, acted alone, got in through the door, took only selected valuables, targeted a shop-cum-residence, took cash and took documents. Street lights in the area were reported not working. It had been raining heavily that evening."
MH-NAG-03/0063/2025,Nagpur,MH-NAG-03,HOUSE BREAKING,09/11/2025 19:03,10/11/2025 08:49,10/11/2025 11:08,ONE,NIL,NIL,,GOLD ORNAMENTS;CASH,TWO WHEELER,TWO WHEELER,MAIN DOOR,GRILL CUT,BUNGALOW,LOCKED - OWNER OUT,,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Nagpur between 09/11/2025 19:03 and 10/11/2025 08:49. It is stated that the accused cut the grill, struck while the occupants were out, left no sign of tools, took gold ornaments, took cash, fled on a two-wheeler, made no attempt to avoid identification, came on a two-wheeler, got in through the door and appear to have watched the place beforehand. The dog squad was summoned to the spot. A relative of the complainant was the first to notice."
MH-KOL-06/0059/2025,Kolhapur,MH-KOL-06,ATM TAMPERING,09/11/2025 14:24,10/11/2025 03:44,10/11/2025 12:09,ONE,CROWBAR;GAS CUTTER,CCTV DAMAGED,,CASH,FOUR WHEELER,FOUR WHEELER,,,,,,,,,,,,OFFSITE ATM,CASH TRAP,ALARM INTACT,"As per the complaint, unknown persons committed ATM tampering in Kolhapur (MH-KOL-06) sometime between 09/11/2025 14:24 and 10/11/2025 03:44. It is stated that the accused fitted a cash trap, used a crowbar, used a gas cutter, disabled the CCTV camera, acted alone, left the alarm untouched, took cash, fled in a four-wheeler and came in a four-wheeler. Neighbours stated they did not hear anything unusual. A relative of the complainant was the first to notice."
MH-KOL-02/0071/2025,Kolhapur,MH-KOL-02,MOTOR VEHICLE THEFT,09/11/2025 21:21,10/11/2025 01:45,10/11/2025 21:42,ONE,SCREW DRIVER,NIL,CHANCE,VEHICLE,TWO WHEELER,TWO WHEELER,,,,,,SCOOTER,TOWED AWAY,ROADSIDE,,,,,,,"As per the complaint, unknown persons committed vehicle theft in Kolhapur (MH-KOL-02) sometime between 09/11/2025 21:21 and 10/11/2025 01:45. It is stated that the accused made no attempt to avoid identification, used a screwdriver, acted alone, took it from the roadside, appear to have picked the target by chance, lifted or towed it away and came on a two-wheeler. Fingerprint experts visited the scene. The complainant does not suspect anyone."
MH-THA-03/0069/2025,Thane,MH-THA-03,HOUSE BREAKING,10/11/2025 07:47,10/11/2025 12:57,11/11/2025 00:21,2 TO 3,CROWBAR;CUTTER;SCREW DRIVER,,CHANCE,NIL,ON FOOT,,MAIN DOOR,NO FORCE,BUNGALOW,OCCUPIED,,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Thane (MH-THA-03) sometime between 10/11/2025 07:47 and 10/11/2025 12:57. It is stated that the accused were two or three persons, took nothing, appear to have picked the target by chance, struck during the day, used a crowbar, used a cutter, used a screwdriver, targeted an independent house, fled on a two-wheeler, got in through the door, came on foot and entered without force. The complainant has submitted bills for some of the items. A spot panchnama was drawn up in the presence of witnesses."
MH-THA-08/0049/2025,Thane,MH-THA-08,CHAIN SNATCHING,10/11/2025,10/11/2025,11/11/2025 03:50,4 AND ABOVE,NIL,FACE MASKED,CHANCE,,TWO WHEELER,TWO WHEELER,,,,,,,,,MOTOR CYCLE,WALKING,MAIN ROAD,,,,"As per the complaint, unknown persons committed chain snatching in Thane (MH-THA-08) sometime between 10/11/2025 and 10/11/2025. It is stated that the accused had their faces covered, targeted a victim who was walking, escaped along the main road, rode a motorcycle, fled on a two-wheeler, were a group of four or more and came on a two-wheeler. The complainant noticed the incident on returning and informed the police. The dog squad was summoned to the spot."
MH-NAG-04/0070/2025,Nagpur,MH-NAG-04,HOUSE BREAKING,28/10/2025,08/11/2025,11/11/2025 06:03,2 TO 3,SCREW DRIVER,NIL,CHANCE,CASH;DOCUMENTS,TWO WHEELER,TWO WHEELER,MAIN DOOR,LOCK BROKEN,SHOP CUM RESIDENCE,LOCKED - OUT OF STATION,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Nagpur between 28/10/2025 and 08/11/2025. It is stated that the accused appear to have picked the target by chance, were two or three persons, broke the lock, took cash, took documents, made no attempt to avoid identification, used a screwdriver, struck while the house was locked for days, fled on a two-wheeler and targeted a shop-cum-residence. The beat constable had passed the area about an hour earlier. The complainant has submitted bills for some of the items."
MH-NAS-01/0078/2025,Nashik,MH-NAS-01,SHOP BREAKING,09/11/2025 20:55,10/11/2025 08:20,11/11/2025 06:17,4 AND ABOVE,CROWBAR,,INSIDE INFORMATION,GOLD ORNAMENTS;CASH;ELECTRONIC ITEMS;VEHICLE,TWO WHEELER,TWO WHEELER,SHUTTER,LOCK BROKEN,SHOP,CLOSED FOR NIGHT,RANSACKED,,,,,,,,,,"Complainant reports that a break-in at commercial premises took place within MH-NAS-01 police station limits, Nashik, between 09/11/2025 20:55 and 10/11/2025 08:20. It is stated that the accused appear to have had inside information, ransacked the place, fled on a two-wheeler, came on a two-wheeler, struck at night, used a crowbar, got in by lifting the shutter, struck while the premises were closed for the night, took gold ornaments, took cash, took electronic items and took a vehicle. Neighbours stated they did not hear anything unusual. The dog squad was summoned to the spot."
MH-PUN-03/0071/2025,Pune,MH-PUN-03,HOUSE BREAKING,10/11/2025 09:56,10/11/2025 10:56,11/11/2025 14:09,2 TO 3,,NIL,,CASH;ELECTRONIC ITEMS,ON FOOT,ON FOOT,MAIN DOOR,LOCK BROKEN,BUNGALOW,OCCUPIED,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Pune between 10/11/2025 09:56 and 10/11/2025 10:56. It is stated that the accused were two or three persons, targeted an independent house, made no attempt to avoid identification, came on foot, used a cutter, used a screwdriver, took cash, took electronic items, broke the lock, struck while the occupants were inside, struck during the day, took only selected valuables, got in through the door and fled on foot. Neighbours stated they did not hear anything unusual. The complainant does not suspect anyone."
MH-THA-07/0067/2025,Thane,MH-THA-07,MOTOR VEHICLE THEFT,09/11/2025,10/11/2025,11/11/2025 14:10,ONE,NIL,FACE MASKED,CHANCE,VEHICLE,ON FOOT,TWO WHEELER,,,,,,MOTOR CYCLE,DIRECT CONNECTION,ROADSIDE,,,,,,,"As per the complaint, unknown persons committed vehicle theft in Thane (MH-THA-07) sometime between 09/11/2025 and 10/11/2025. It is stated that the accused acted alone, took a vehicle, fled on a two-wheeler, came on foot, took it from the roadside, started it by joining the wires, stole a motorcycle and left no sign of tools. The complainant has submitted bills for some of the items. Nearby shops were closed at the time."
MH-THA-03/0070/2025,Thane,MH-THA-03,HOUSE BREAKING,10/11/2025 04:31,10/11/2025 05:49,11/11/2025 15:06,2 TO 3,NIL,NIL,INSIDE INFORMATION,GOLD ORNAMENTS;ELECTRONIC ITEMS,ON FOOT,ON FOOT,MAIN DOOR,LOCK BROKEN,BUNGALOW,OCCUPIED,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Thane between 10/11/2025 04:31 and 10/11/2025 05:49. It is stated that the accused were two or three persons, got in through the door, came on foot, broke the lock, fled on foot, appear to have had inside information, took gold ornaments, took electronic items, struck while the occupants were inside, left no sign of tools and ransacked the place. The complainant does not suspect anyone. Fingerprint experts visited the scene."
